Gene	chrom	start	end
RTCD1	1	100732367	100757278
CDC14A	1	100819293	100985119
GPR88	1	101004044	101006789
VCAM1	1	101185482	101201423
EXTL2	1	101340188	101360169
SLC30A7	1	101363313	101447166
DPH5	1	101455246	101489367
S1PR1	1	101703308	101706477
OLFM3	1	102269481	102462333
COL11A1	1	103343285	103573915
RNPC3	1	104070389	104096541
AMY2B	1	104098248	104121421
AMY2A	1	104160972	104161031
LOC100129138	1	104616624	104619331
PRMT6	1	107600977	107601036
NTNG1	1	107686315	108024331
VAV3	1	108113964	108506218
SLC25A24	1	108678324	108742396
FAM102B	1	109104353	109180634
HENMT1	1	109191172	109203157
PRPF38B	1	109236560	109243231
FNDC7	1	109256672	109284376
STXBP3	1	109290657	109351793
AKNAD1	1	109359665	109399718
GPSM2	1	109420491	109472504
CLCC1	1	109473953	109504930
WDR47	1	109512869	109581732
TAF13	1	109609678	109615872
C1orf194	1	109652089	109652144
KIAA1324	1	109665991	109748345
SARS	1	109757745	109779697
CELSR2	1	109793852	109818339
PSRC1	1	109823085	109825229
MYBPHL	1	109836853	109849191
SORT1	1	109852900	109939962
PSMA5	1	109941776	109967971
SYPL2	1	110011268	110023330
ATXN7L2	1	110027642	110033088
CYB561D1	1	110039185	110041692
AMIGO1	1	110050447	110050501
GPR61	1	110083989	110087507
GNAI3	1	110092201	110137962
GNAT2	1	110146215	110154923
AMPD2	1	110163048	110174664
GSTM4	1	110200528	110207409
GSTM2	1	110213102	110221804
GSTM1	1	110231495	110233065
GSTM5	1	110256918	110260875
GSTM3	1	110277633	110282295
EPS8L3	1	110293513	110305769
CSF1	1	110454329	110471081
AHCYL1	1	110528650	110564322
FAM40A	1	110579140	110597269
ALX3	1	110603837	110611220
UBL4B	1	110655044	110656589
SLC6A17	1	110694574	110743207
KCNC4	1	110754170	110775874
LOC440600	1	110829478	110879950
RBM15	1	110881973	110888064
SLC16A4	1	110906455	110932011
HBXIP	1	110943977	110948973
PROK1	1	110994825	110997500
CYMP	1	111024384	111033766
KCNA10	1	111059875	111059928
KCNA2	1	111136741	111172060
KCNA3	1	111214282	111215289
CD53	1	111414368	111442421
C1orf103	1	111489928	111504390
DRAM2	1	111660092	111681487
CEPT1	1	111683720	111727226
DENND2D	1	111731629	111742310
CHI3L2	1	111770485	111785360
LOC149620	1	111825015	111827514
CHIA	1	111835090	111862494
C1orf88	1	111891163	111895403
PGCP1	1	111928438	111930804
OVGP1	1	111956914	111969053
WDR77	1	111983556	111989864
ATP5F1	1	111991983	112003553
C1orf162	1	112018054	112021122
ADORA3	1	112026043	112105334
LOC100129269	1	112143741	112148517
RAP1A	1	112164040	112254293
C1orf183	1	112265252	112296479
DDX20	1	112299053	112310003
KCND3	1	112319262	112531505
CTTNBP2NL	1	112941171	113003604
WNT2B	1	113013436	113063720
ST7L	1	113066686	113160649
CAPZA1	1	113162224	113213711
MOV10	1	113218331	113242738
RHOC	1	113244632	113248940
PPM1J	1	113254684	113255942
FAM19A3	1	113263779	113268097
SLC16A1	1	113456266	113497352
LRIG2	1	113616769	113667311
MAGI3	1	113935521	114226957
PHTF1	1	114240869	114300342
RSBN1	1	114306780	114353290
PTPN22	1	114357037	114412496
LOC100287722	1	114414486	114442956
AP4B1	1	114444351	114446643
DCLRE1B	1	114448491	114455651
HIPK1	1	114473507	114520519
OLFML3	1	114522332	114523716
SYT6	1	114632530	114694793
TRIM33	1	114936495	115052582
BCAS2	1	115112355	115123712
DENND2C	1	115127675	115210968
AMPD1	1	115215744	115237890
NRAS	1	115249247	115258361
CSDE1	1	115261020	115297425
SIKE1	1	115314423	115321879
SYCP1	1	115398406	115537721
TSHB	1	115573521	115576105
TSPAN2	1	115590707	115630586
NGF	1	115829388	115879847
VANGL1	1	116185810	116239124
CASQ2	1	116243036	116310977
NHLH2	1	116382616	116382675
SLC22A15	1	116520973	116611883
MAB21L3	1	116655229	116677525
ATP1A1	1	116917270	116946294
ATP1A1OS	1	116947957	116960161
CD58	1	117057230	117112197
IGSF3	1	117117306	117210026
CD2	1	117300147	117311427
PTGFRN	1	117455395	117532396
CD101	1	117546640	117578107
TTF2	1	117603046	117645095
TRIM45	1	117653999	117663854
VTCN1	1	117687612	117752703
MAN1A2	1	117910894	118067580
FAM46C	1	118149984	118170937
GDAP2	1	118408505	118471206
WDR3	1	118472880	118502389
SPAG17	1	118504554	118726580
TBX15	1	119426481	119531957
WARS2	1	119573811	119682534
HAO2	1	119912921	119936743
HSD3B2	1	119957904	119963844
HSD3B1	1	120051008	120057689
HSD3BP4	1	120107569	120115151
ZNF697	1	120162251	120189127
PHGDH	1	120255581	120284995
HMGCS2	1	120292503	120311369
REG4	1	120336647	120353265
NBPF7	1	120378541	120383595
ADAM30	1	120436417	120436476
NOTCH2	1	120454561	120608823
EMBP1	1	121263656	121311713
SRGAP2P2	1	144007873	144018910
PDE4DIP	1	144912271	145076206
SEC22B	1	145096926	145116443
NOTCH2NL	1	145212590	145283177
HFE2	1	145413388	145416396
TXNIP	1	145438766	145440306
POLR3GL	1	145456676	145469916
ANKRD34A	1	145471693	145473213
LIX1L	1	145477629	145499111
RBM8A	1	145508158	145513559
GNRHR2	1	145515383	145515433
PEX11B	1	145517018	145521614
ITGA10	1	145525171	145541436
ANKRD35	1	145550738	145568175
PIAS3	1	145577223	145583938
NUDT17	1	145587118	145587175
POLR3C	1	145594327	145610761
RNF115	1	145625930	145688480
CD160	1	145696501	145714528
PDZK1	1	145727642	145747269
GPR89A	1	145818702	145818761
LOC728989	1	146504165	146507769
PRKAB2	1	146626889	146643022
FMO5	1	146657042	146696722
CHD1L	1	146715969	146767143
BCL9	1	147013400	147097329
ACP6	1	147119203	147142522
GJA5	1	147228395	147244409
GJA8	1	147375284	147380935
GPR89B	1	147404212	147404265
LOC645166	1	148936653	148936712
FCGR1C	1	149378207	149378266
LOC728855	1	149581035	149581094
HIST2H2BC	1	149821810	149821869
HIST2H2BE	1	149857165	149857224
HIST2H2AC	1	149858903	149858959
HIST2H2AB	1	149859045	149859097
BOLA1	1	149871289	149871335
SV2A	1	149874888	149888448
SF3B4	1	149896559	149898957
MTMR11	1	149900781	149907406
OTUD7B	1	149912279	149982086
VPS45	1	150040675	150117243
PLEKHO1	1	150123450	150131851
ANP32E	1	150190750	150207927
CA14	1	150231562	150236976
APH1A	1	150238254	150240071
C1orf54	1	150245180	150253325
C1orf51	1	150256194	150258847
MRPS21	1	150266547	150280491
PRPF3	1	150295208	150324825
RPRD2	1	150339400	150448775
TARS2	1	150462061	150478286
ECM1	1	150481238	150486057
ADAMTSL4	1	150522204	150532980
MCL1	1	150547074	150550947
ENSA	1	150595505	150600916
GOLPH3L	1	150619313	150669384
HORMAD1	1	150671307	150693192
CTSS	1	150704144	150738257
CTSK	1	150769500	150780199
ARNT	1	150783664	150848089
SETDB1	1	150900989	150937190
LASS2	1	150939259	150946384
ANXA9	1	150956273	150966469
FAM63A	1	150969320	150978813
PRUNE	1	150981699	151006291
BNIPL	1	151009953	151020037
C1orf56	1	151021513	151023737
CDC42SE1	1	151024838	151030787
MLLT11	1	151032746	151040666
GABPB2	1	151043134	151090931
SEMA6C	1	151107133	151116992
TNFAIP8L2	1	151129425	151131127
TNFAIP8L2-SCNM1	1	151133092	151142795
TMOD4	1	151144060	151147355
VPS72	1	151148922	151161127
PIP5K1A	1	151172501	151220341
PSMD4	1	151228034	151239239
ZNF687	1	151256394	151263816
PI4KB	1	151266046	151298254
RFX5	1	151313361	151319243
SELENBP1	1	151336823	151344175
PSMB4	1	151373031	151373084
POGZ	1	151376387	151430632
CGN	1	151486016	151511113
TUFT1	1	151513345	151555036
SNX27	1	151586491	151669638
CELF3	1	151673099	151688110
RIIAD1	1	151694386	151701266
MRPL9	1	151732329	151734715
OAZ3	1	151736271	151743812
TDRKH	1	151744320	151762112
LINGO4	1	151775268	151777385
RORC	1	151779205	151803761
C2CD4D	1	151811788	151811837
LOC100132111	1	151813017	151814437
THEM5	1	151820001	151824030
THEM4	1	151843409	151881698
S100A10	1	151956755	151966561
S100A11	1	152006339	152007608
TCHHL1	1	152059896	152061465
TCHH	1	152079488	152085740
RPTN	1	152127131	152131268
HRNR	1	152184627	152196544
FLG	1	152275529	152297657
FLG2	1	152322017	152332253
CRNN	1	152382853	152386366
LCE5A	1	152484439	152484489
CRCT1	1	152487573	152487632
LCE3E	1	152538937	152538994
LCE3C	1	152573130	152573189
LCE2C	1	152648880	152648929
LCE2B	1	152659667	152659720
LCE2A	1	152671329	152671756
KPRP	1	152732450	152733940
LCE1E	1	152759604	152759661
LCE1D	1	152769811	152769870
LCE1C	1	152778035	152778094
LCE1B	1	152785547	152785606
SMCP	1	152850842	152857511
IVL	1	152882334	152882381
SPRR4	1	152944223	152944282
SPRR1A	1	152957573	152957632
SPRR3	1	152975386	152975445
SPRR1B	1	153004410	153004464
SPRR2E	1	153066459	153066518
SPRR2F	1	153085657	153085716
SPRR2C	1	153113414	153113473
LELP1	1	153177158	153177217
PRR9	1	153190549	153190608
LOR	1	153233400	153233448
PGLYRP3	1	153270741	153281528
PGLYRP4	1	153304035	153320333
S100A9	1	153330702	153332614
S100A12	1	153346361	153346418
S100A8	1	153362642	153362695
S100A7A	1	153390393	153393689
S100A7L2	1	153410225	153411631
S100A7	1	153431594	153431653
S100A5	1	153510597	153514180
S100A4	1	153516608	153518060
S100A2	1	153533628	153537090
S100A16	1	153579696	153585312
S100A14	1	153587800	153587847
S100A13	1	153592405	153604643
CHTOP	1	153607228	153616932
SNAPIN	1	153634230	153634289
ILF2	1	153635283	153641089
NPR1	1	153653705	153664446
INTS3	1	153701504	153746554
SLC27A3	1	153749293	153751516
GATAD2B	1	153777335	153894677
DENND4B	1	153903047	153917237
CRTC2	1	153922707	153930929
SLC39A1	1	153932319	153939639
CREB3L4	1	153941363	153946823
JTB	1	153946980	153949413
RAB13	1	153956854	153956913
RPS27	1	153963919	153963978
NUP210L	1	153965392	154126404
TPM3	1	154127801	154164173
C1orf189	1	154172045	154177721
C1orf43	1	154179325	154192279
UBAP2L	1	154194950	154241827
HAX1	1	154248045	154248104
AQP10	1	154294625	154296429
ATP8B2	1	154299188	154322904
IL6R	1	154379290	154438926
SHE	1	154452234	154473676
TDRD10	1	154476121	154520447
UBE2Q1	1	154522473	154529662
CHRNB2	1	154541409	154552370
ADAR	1	154556309	154599052
KCNN3	1	154671706	154841591
PMVK	1	154898346	154908925
PBXIP1	1	154918061	154927960
PYGO2	1	154930450	154932338
SHC1	1	154934831	154944870
CKS1B	1	154947839	154950853
FLAD1	1	154956211	154965040
LENEP	1	154966445	154966497
ZBTB7B	1	154975573	154989491
DCST2	1	154992622	155005177
DCST1	1	155006501	155022153
ADAM15	1	155024966	155033169
EFNA4	1	155037168	155041993
EFNA3	1	155053882	155059995
EFNA1	1	155101328	155107318
SLC50A1	1	155109384	155111323
KRTCAP2	1	155142093	155144514
TRIM46	1	155146448	155157442
MUC1	1	155159249	155162545
THBS3	1	155165367	155177491
MTX1	1	155179763	155180349
GBAP1	1	155185278	155197125
GBA	1	155205523	155213889
FAM189B	1	155217285	155223311
SCAMP3	1	155227115	155230703
CLK2	1	155233373	155242613
HCN3	1	155249564	155257534
PKLR	1	155259612	155269852
FDPS	1	155279330	155290477
C1orf104	1	155291322	155293116
RUSC1	1	155294893	155300138
ASH1L	1	155305384	155529873
MSTO1	1	155583172	155583228
YY1AP1	1	155630734	155655805
DAP3	1	155659956	155707872
MSTO2P	1	155717706	155718670
GON4L	1	155722757	155825458
SYT11	1	155831882	155854920
RIT1	1	155868758	155880062
KIAA0907	1	155883454	155903900
RXFP4	1	155912344	155912396
ARHGEF2	1	155916961	155946503
SSR2	1	155978849	155989685
UBQLN4	1	156007459	156022059
LAMTOR2	1	156025166	156028306
RAB25	1	156031984	156040251
MEX3A	1	156041984	156051801
LMNA	1	156086026	156109147
SEMA4A	1	156120170	156147201
SLC25A44	1	156164814	156182529
PMF1	1	156184197	156209656
PMF1-BGLAP	1	156212179	156212223
PAQR6	1	156213501	156215201
SMG5	1	156220375	156250538
TMEM79	1	156252984	156260777
C1orf85	1	156264255	156264303
CCT3	1	156281230	156307405
C1orf182	1	156309469	156316779
RHBG	1	156340628	156353146
C1orf61	1	156375103	156398519
MEF2D	1	156433610	156470286
IQGAP3	1	156495453	156541400
TTC24	1	156549633	156554525
APOA1BP	1	156563007	156563057
GPATCH4	1	156564150	156568904
HAPLN2	1	156590310	156593117
BCAN	1	156612993	156629315
NES	1	156638984	156645416
CRABP2	1	156670414	156675204
ISG20L2	1	156694395	156695641
RRNAD1	1	156699316	156705447
MRPL24	1	156709090	156709149
HDGF	1	156712987	156720702
PRCC	1	156738502	156770617
SH2D2A	1	156776052	156786585
NTRK1	1	156787797	156850574
PEAR1	1	156863849	156885980
LRRC71	1	156890849	156901814
ARHGEF11	1	156904669	157014484
ETV3L	1	157062153	157068719
ETV3	1	157094489	157107703
FCRL5	1	157484011	157522226
FCRL4	1	157544860	157567272
FCRL3	1	157648767	157670500
FCRL2	1	157717037	157746017
FCRL1	1	157765856	157789658
CD5L	1	157801085	157811347
KIRREL	1	157965374	158061985
LOC646268	1	158104797	158109411
CD1D	1	158150477	158155977
CD1A	1	158224393	158227490
CD1C	1	158260129	158263954
CD1B	1	158298950	158300707
CD1E	1	158324964	158326547
OR6Y1	1	158517841	158517900
OR6P1	1	158533243	158533302
OR10X1	1	158548852	158548910
SPTA1	1	158580760	158656355
OR6K3	1	158687856	158687915
OR6K6	1	158724783	158724842
OR6N2	1	158746766	158746825
MNDA	1	158801272	158817498
PYHIN1	1	158901475	158946568
IFI16	1	158980059	159024154
AIM2	1	159033336	159045739
CADM3	1	159142493	159170994
DARC	1	159173776	159175344
FCER1A	1	159260222	159277528
OR10J1	1	159409970	159410021
APCS	1	159558082	159558141
CRP	1	159682565	159684349
DUSP23	1	159752080	159752129
FCRL6	1	159773163	159785745
SLAMF8	1	159797521	159807071
C1orf204	1	159810850	159823169
VSIG8	1	159825232	159831876
CCDC19	1	159842177	159869732
TAGLN2	1	159889252	159893399
IGSF9	1	159896805	159914632
SLAMF9	1	159922706	159924051
PIGM	1	159999895	159999954
KCNJ10	1	160007355	160038605
KCNJ9	1	160051741	160057876
IGSF8	1	160061605	160067471
ATP1A2	1	160086422	160111334
ATP1A4	1	160121889	160156604
CASQ1	1	160160684	160171454
PEA15	1	160175792	160185055
DCAF8	1	160186426	160231172
PEX19	1	160248173	160254600
COPA	1	160259753	160312196
NCSTN	1	160314038	160327748
NHLH1	1	160337732	160341563
VANGL2	1	160372767	160398399
SLAMF6	1	160456179	160490621
CD84	1	160510975	160548822
SLAMF1	1	160580343	160616954
CD48	1	160648929	160679560
SLAMF7	1	160709646	160724458
LY9	1	160765935	160797609
CD244	1	160799990	160831131
ITLN1	1	160847061	160853345
ITLN2	1	160916572	160923761
F11R	1	160966680	160990171
USF1	1	161010104	161014740
ARHGAP30	1	161017009	161037611
PVRL4	1	161041425	161058139
KLHDC9	1	161069313	161069362
PFDN2	1	161071481	161086408
NIT1	1	161088861	161094137
DEDD	1	161097255	161100482
UFC1	1	161123628	161128199
USP21	1	161129984	161134456
PPOX	1	161138163	161140674
B4GALT3	1	161141351	161146194
ADAMTS4	1	161160371	161166684
NDUFS2	1	161169174	161183569
FCER1G	1	161185108	161188519
APOA2	1	161192288	161192344
TOMM40L	1	161196888	161199855
NR1I3	1	161200959	161208002
PCP4L1	1	161229948	161255224
MPZ	1	161275175	161278509
SDHC	1	161284845	161334196
C1orf192	1	161335937	161337639
FCGR2A	1	161476954	161480602
FCGR3B	1	161596698	161596747
FCGR2B	1	161646522	161646581
RPL31P11	1	161654513	161654572
FCRLA	1	161676893	161683435
FCRLB	1	161692574	161697747
DUSP12	1	161720257	161726913
ATF6	1	161738763	161928783
OLFML2B	1	161953015	161992779
NOS1AP	1	162040656	162337918
C1orf111	1	162343803	162345770
C1orf226	1	162349456	162356475
SH2D1B	1	162366109	162381210
UHMK1	1	162468515	162497945
UAP1	1	162532393	162568096
DDR2	1	162602380	162748052
C1orf110	1	162824523	162838226
RGS4	1	163040150	163046276
RGS5	1	163113369	163172576
NUF2	1	163292126	163325185
PBX1	1	164529676	164821000
LMX1A	1	165171297	165324614
RXRG	1	165370332	165414154
LOC400794	1	165449476	165550341
MGST3	1	165602371	165623612
ALDH9A1	1	165632010	165666344
LOC440700	1	165668174	165678609
TMCO1	1	165695429	165737662
UCK2	1	165797777	165878996
FAM78B	1	166040270	166135033
FMO9P	1	166573990	166592841
POGK	1	166809315	166822058
TADA1	1	166827261	166844891
ILDR2	1	166882627	166944468
MAEL	1	166960476	166991189
GPA33	1	167022074	167059049
DUSP27	1	167066025	167097623
POU2F1	1	167191544	167395385
CD247	1	167401728	167485741
CREG1	1	167510401	167521572
RCSD1	1	167600247	167674540
MPZL1	1	167692802	167761161
ADCY10	1	167778876	167881220
BRP44	1	167887108	167905583
DCAF6	1	167907159	168042554
GPR161	1	168056759	168105133
TIPRL	1	168148878	168171284
SFT2D2	1	168197911	168209789
ANKRD36BP1	1	168215159	168215218
TBX19	1	168251668	168281640
LOC100505918	1	168371195	168389228
XCL2	1	168510618	168512617
XCL1	1	168547630	168551177
DPT	1	168665785	168697476
MGC4473	1	168757792	168761719
ATP1B1	1	169077510	169100224
NME7	1	169102007	169336743
BLZF1	1	169338876	169365421
C1orf114	1	169367367	169395516
SLC19A2	1	169436630	169453464
F5	1	169481244	169554245
SELP	1	169558711	169597977
SELL	1	169660477	169680212
SELE	1	169692146	169701170
METTL18	1	169762042	169763726
C1orf112	1	169764791	169820904
SCYL3	1	169822219	169861840
KIFAP3	1	169890554	170041815
METTL11B	1	170115468	170136251
LOC284688	1	170241142	170253026
GORAB	1	170502404	170522185
PRRX1	1	170634731	170706651
C1orf129	1	170904683	171033486
FMO3	1	171060485	171086626
FMO6P	1	171107609	171127700
FMO2	1	171154710	171180894
FMO1	1	171219762	171254915
FMO4	1	171285366	171310952
PRRC2C	1	171455976	171559605
MYOC	1	171604596	171620869
VAMP4	1	171669357	171710005
METTL13	1	171752680	171766264
DNM3	1	171813407	172381306
C1orf105	1	172389830	172437872
C1orf9	1	172503763	172579985
FASLG	1	172629301	172635240
TNFSF18	1	173010710	173018896
TNFSF4	1	173153186	173175738
LOC100506023	1	173205110	173445787
PRDX6	1	173447886	173455089
SLC9A11	1	173470172	173572106
ANKRD45	1	173579182	173637991
KLHL20	1	173684813	173755507
CENPL	1	173769623	173793633
DARS2	1	173795974	173826684
LOC100506046	1	173832644	173832703
GAS5	1	173834008	173835833
ZBTB37	1	173837927	173855070
SERPINC1	1	173873047	173886407
RC3H1	1	173901972	173961257
RABGAP1L	1	174129942	174926542
CACYBP	1	174970383	174980014
MRPS14	1	174983219	174992597
TNN	1	175037693	175116870
KIAA0040	1	175126617	175160838
TNR	1	175293319	175711523
RFWD2	1	175915245	176174924
PAPPA2	1	176432507	176811726
ASTN1	1	176830646	177132475
FAM5B	1	177140767	177251462
SEC16B	1	177899210	177938929
LOC730102	1	177977303	178006103
LOC100302401	1	178061832	178061891
RASAL2	1	178064150	178447850
C1orf49	1	178483805	178491028
C1orf220	1	178512406	178517745
RALGPS2	1	178695868	178888348
FAM20B	1	178996776	179043380
TOR3A	1	179052857	179063269
ABL2	1	179068546	179197863
SOAT1	1	179264556	179323431
AXDND1	1	179334917	179523809
NPHS2	1	179525728	179543768
TDRD5	1	179561617	179660199
FAM163A	1	179713178	179785347
TOR1AIP2	1	179809224	179846367
TOR1AIP1	1	179852898	179887446
CEP350	1	179924946	180082908
QSOX1	1	180126129	180164037
FLJ23867	1	180168103	180169727
LHX4	1	180199732	180242829
ACBD6	1	180257447	180470924
XPR1	1	180603173	180858503
KIAA1614	1	180883034	180912108
STX6	1	180942506	180990901
MR1	1	181002827	181030765
IER5	1	181059753	181059811
CACNA1E	1	181453335	181768837
ZNF648	1	182024332	182029990
GLUL	1	182351112	182359967
TEDDM1	1	182367465	182369533
NCRNA00272	1	182376834	182383017
RGSL1	1	182419892	182529446
RNASEL	1	182544689	182557601
RGS16	1	182567851	182572514
LOC284648	1	182584747	182584806
RGS8	1	182616965	182641953
NPL	1	182759453	182797533
DHX9	1	182811650	182855747
SHCBP1L	1	182869267	182921754
LAMC1	1	182993996	183114216
LAMC2	1	183155969	183213332
NMNAT2	1	183220892	183385900
SMG7	1	183443315	183522093
NCF2	1	183525170	183558702
ARPC5	1	183598169	183604755
RGL1	1	183605906	183897638
GLT25D2	1	183905355	184005415
TSEN15	1	184021452	184042602
C1orf21	1	184357421	184597195
EDEM3	1	184660762	184723170
FAM129A	1	184760373	184941822
RNF2	1	185014612	185070231
TRMT1L	1	185087290	185126030
SWT1	1	185127563	185260917
IVNS1ABP	1	185265640	185286105
HMCN1	1	185704036	186157972
MIR548F1	1	186161362	186446403
PTGS2	1	186641384	186648333
PLA2G4A	1	186798662	186957552
FAM5C	1	190066934	190446662
LOC440704	1	190605477	190770480
RGS18	1	192128746	192153612
RGS21	1	192286121	192336080
RGS1	1	192545407	192548394
RGS13	1	192605394	192629379
RGS2	1	192780297	192780356
UCHL5	1	192981527	193027540
TROVE2	1	193029616	193060830
GLRX2	1	193068798	193074976
CDC73	1	193091364	193223657
KCNT2	1	196195274	196577104
CFH	1	196621241	196711654
CFHR3	1	196744721	196756290
CFHR1	1	196796170	196799302
CFHR4	1	196859241	196883426
CFHR2	1	196920400	196928171
CFHR5	1	196947044	196978539
F13B	1	197008365	197036352
ASPM	1	197053396	197114899
ZBTB41	1	197124779	197169553
CRB1	1	197237527	197447213
DENND1B	1	197474441	197743851
C1orf53	1	197873084	197876329
LHX9	1	197882966	197898691
NEK7	1	198127314	198289044
ATP6V1G3	1	198492585	198510002
PTPRC	1	198608227	198724978
NR5A2	1	199996777	200144955
ZNF281	1	200376185	200376244
KIF14	1	200521376	200589468
DDX59	1	200613435	200638342
CAMSAP1L1	1	200709438	200829458
C1orf106	1	200860653	200882501
KIF21B	1	200938509	200991003
CACNA1S	1	201010203	201080888
TMEM9	1	201103891	201122739
IGFN1	1	201160373	201198092
PKP1	1	201254102	201302146
TNNT2	1	201328749	201346264
LAD1	1	201350888	201366861
TNNI1	1	201373571	201390631
PHLDA3	1	201435687	201437005
CSRP1	1	201453095	201475137
NAV1	1	201617462	201795857
IPO9	1	201799653	201852373
SHISA4	1	201859844	201861643
LMOD1	1	201866596	201914245
TIMM17A	1	201926511	201939747
RNPEP	1	201952789	201973128
ELF3	1	201981652	201986232
GPR37L1	1	202093675	202098643
ARL8A	1	202102653	202112562
PTPN7	1	202118467	202130532
PTPRVP	1	202138607	202150676
LGR6	1	202167141	202285993
UBE2T	1	202300927	202310105
PPP1R12B	1	202319213	202556000
SYT2	1	202559752	202679355
KDM5B	1	202698785	202776003
LOC148709	1	202831756	202842124
RABIF	1	202849435	202857467
KLHL12	1	202861181	202894385
ADIPOR1	1	202910978	202926714
CYB5R1	1	202931209	202936335
LOC401980	1	202956012	202976286
TMEM183A	1	202977734	202991997
PPFIA4	1	203021542	203046581
MYOG	1	203052336	203054237
ADORA1	1	203098367	203135731
MYBPH	1	203137846	203143260
CHI3L1	1	203148096	203154767
CHIT1	1	203185739	203198025
LOC730227	1	203269459	203274042
BTG2	1	203276051	203278245
FMOD	1	203309736	203320183
PRELP	1	203445191	203459218
OPTC	1	203463876	203477082
ATP2B4	1	203596532	203712905
LAX1	1	203734527	203744153
ZC3H11A	1	203766085	203820423
SNRPE	1	203832010	203839634
C1orf157	1	204002444	204009530
SOX13	1	204043207	204095982
ETNK2	1	204100196	204119907
REN	1	204123933	204132482
KISS1	1	204161525	204165255
GOLT1A	1	204169772	204180762
PLEKHA6	1	204188216	204328599
PPP1R15B	1	204373270	204379111
PIK3C2B	1	204392153	204459289
MDM4	1	204485889	204525281
LRRN2	1	204586912	204652001
NFASC	1	204798933	204991744
CNTN2	1	205013238	205046083
RBBP5	1	205056265	205089258
DSTYK	1	205111611	205178924
TMCC2	1	205199089	205242496
NUAK2	1	205271379	205290150
KLHDC8A	1	205305696	205324027
LEMD1	1	205350778	205390613
MIR135B	1	205417458	205417512
CDK18	1	205474706	205501004
LOC284578	1	205524520	205525685
MFSD4	1	205539697	205572076
ELK4	1	205585505	205599638
SLC45A3	1	205626974	205649114
